Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
Fantasias y Novedades Belxico S.A. de C.V.,"Av Emiliano Zapata 5998, Bugambilias, San Baltazar Campeche, 72580 Puebla, Pue.",222 237 6019,19.0103577,-98.2093517,belxico.com.mx,NULL,6 reseñas,"5,0",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DISTRIBUIDORA DE CARNES DEBORA S.A.DE C.V.,"Av 32 Pte 520, Santa María, 72080 Puebla, Pue.",222 247 2402,19.0589447,-98.1955642,NULL,NULL,32 reseñas,"3,5",Carnicería
corporativo savek,"Ricardo Flores Magón, 94290 Boca del Río, Ver.",229 922 3552,19.105604,-96.1078501,NULL,NULL,,,Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
IT Automatizacion RH SA de CV,"Progreso 20, Barrio del Alto, 72700 San Juan Cuautlancingo, Pue.",222 285 5877,19.0871966,-98.2822498,ita.com.mx,NULL,15 reseñas,"4,8",Electricista
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Productos Químicos Industriales de Puebla S.A. de C.V.,"Privada 7 B Sur 4102, Insurgentes Centro, 72420 Puebla, Pue.",222 243 2038,19.0344029,-98.2083543,proquipusa.com,NULL,,,Planta química
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
PAPELERÍA INTERNET INFÍNITY,"Blvd. Cuauhtemoc Sur 9185-5, Tejamen, 22635 Tijuana, B.C.",664 900 3214,NULL,NULL,business.google.com,NULL,13 reseñas,"4,4",Comercio
Escom Energy,"Buena Vista, Sepanal, 22416 Tijuana, B.C.",NULL,NULL,NULL,NULL,NULL,2 reseñas,"5,0",Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Prominox Culiacán | Acero Inoxidable | Aluminio | Tubería Conduit | Herrajes,"Libramiento Sur Benito Juárez No. 6301-34A Parque Industrial La Costa, 80140 Culiacán Rosales, Sin.",667 170 5198,NULL,NULL,prominox.com.mx,NULL,5 reseñas,"4,4",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CONSORCIO ENTROPICO GYB,"Blvrd Hacienda Real, 91808 Costa Dorada, Ver.",NULL,19.2049036,-96.2166361,NULL,NULL,,,Oficinas de empresa
Grupo Casva S.A. de C.V.,"Vicente Guerrero, Benito Juárez 711, Bustamante, 22920 Ensenada, B.C.",616 163 4722,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
METALES BARBA,"Calz. Castellón 1265, Esperanza Conjunto Urbano, 21140 Mexicali, B.C.",NULL,NULL,NULL,NULL,NULL,,,Cerrado permanentemente
Gasolinera Gume de Providencia,"Base Poniente 2002, Providencia, 85201 Cajeme, Son.",644 418 5353,NULL,NULL,NULL,NULL,,,Gasolinera
HICSA,"Cajón y las Cruces 76, Los Tanques 76, Santa Fe, 83249 Hermosillo, Son.",662 260 7894,NULL,NULL,hicsa.com.mx,NULL,4 reseñas,"4,8",Oficinas de empresa
FIVI MONTACARGAS,"Blvd. Jesús García Morales 352, Montebello, 83210 Hermosillo, Son.",662 302 1449,NULL,NULL,fivi-montacargas.business.site,NULL,9 reseñas,"4,4",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Piedras Headwaters S de RL de CV,"Cam. Martin 2500, Rancho Dos Palmas, 22650 B.C.",664 638 0088,NULL,NULL,royalbuildingproducts.com,NULL,11 reseñas,"4,3",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cubetas y Baños S.A. de C.V.,"Calle, José Ramón ""Chope"" Albarrán 100, Cuauhtemoc Xalostoc, 55310 Ecatepec de Morelos, Méx.",55 5699 3400,19.5290681,-99.0718329,cubasa.mx,NULL,38 reseñas,"2,8",Fábrica
Mixerplus,"Presa Tepuxtepec, Av. Lomas de Sotelo 24, Lomas Hermosa, Miguel Hidalgo, 11200 Ciudad de México, CDMX",55 5350 1704,19.4457657,-99.2150817,mixerplus.com.mx,NULL,NULL,NULL,NULL
NULL,NULL,NULL,20.017671,-99.2507183,NULL,NULL,NULL,NULL,Taller mecánico
Fertilab,"Poniente 6 #200 Esquina, Nte. 3, Cd Industrial de Celaya, 38010 Celaya, Gto.",461 614 7951,NULL,NULL,fertilab.com.mx,NULL,80 reseñas,"4,6",Laboratorio
Innovación y Proyecto de la Industria del Acero S.A. de C.V.,"División del Norte 602, de las Flores, 42840 Bomintzha, Hgo.",55 5888 5277,20.009136,-99.2847624,ipiasa.com,NULL,1 reseña,"4,0",Fábrica
Salud Por Agua de Vito,"De los Baños S/N, Rancho San Antonio, 42981 Vito, Hgo.",778 735 0123,20.0025441,-99.2026428,NULL,NULL,17 reseñas,"4,8",Parque acuático
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Farmacéuticos de Occidente,"Av el Colli 4849, Colli Urbano, 45070 Zapopan, Jal.",33 2303 6500,NULL,NULL,farma.com.mx,NULL,6 reseñas,"3,2",Compañía farmacéutica
Ingenieria y Manufacturas Argoz S.A de C.V,"Belmonte 204, Asturias, 25107 Saltillo, Coah.",844 432 2703,NULL,NULL,NULL,NULL,7 reseñas,"4,7",Empresa constructora
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Montajes Frontera,"México 30, 25810, Fracc. San Antonio, Frontera, Coah.",866 634 2594,NULL,NULL,montajesfrontera.com,NULL,18 reseñas,"4,2",Fábrica
Flowsofware de México,"Av. Adolfo López Mateos 1002, Residencial Las Quintas, 67167 Guadalupe, N.L.",81 8398 6843,NULL,NULL,flowsoft.com.mx,NULL,3 reseñas,"4,7",Centro de negocios
"Apr Cargo Group, S.A. De C.V. Logística Internacional de importación y exportación","C. 25 Sur 3302-PISO 1, Benito Juárez, 72410 Puebla, Pue.",222 230 0090,19.0408535,-98.2237198,aprcargo.com.mx,NULL,11 reseñas,"4,7",Servicio de transporte de mercancías
CALL CENTER DE MEXICO S.A. DE C.V.,"C. Corona 100, Modelo, 53330 Naucalpan de Juárez, Méx.",800 422 1400,19.4832611,-99.2251214,callcentermexico.com.mx,NULL,402 reseñas,"3,7",Servicio de telemarketing
Proveedor Industrial Técnico,"Guayana 1969, Jardines de La Cruz, 44950 Guadalajara, Jal.",33 3811 6248,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Láminas y Aceros LAMAC ®,"Sta. Casilda 2521, San Isidro Oblatos, 44740 Guadalajara, Jal.",33 3720 8422,NULL,NULL,aceroslamac.com,NULL,9 reseñas,"4,6",Tienda de materiales para la construcción
Pinturas Gyg,"45420, Av. Arroyo de En Medio 800, La Gigantera, Tonalá, Jal.",33 3690 0459,NULL,NULL,NULL,NULL,9 reseñas,"4,6",Tienda de pinturas
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Equipos y Conexiones Inoxidables de Jalisco S.A. de C.V.,"C. 25 de Mayo 2482-A, Hogares de Nuevo México, 45138 Zapopan, Jal.",33 3164 4411,NULL,NULL,ecijsa.com,NULL,14 reseñas,"4,4",Oficinas de empresa
ERCO,"Zenzontle, Av 8 de Julio 823, 44910 Guadalajara, Jal.",33 3811 0202,NULL,NULL,erco.com.mx,NULL,22 reseñas,"4,5",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Los Manjares De La Miel Sa De Cv,"C. Cardenal 5071, Las Juntas, 45590 San Pedro Tlaquepaque, Jal.",33 3675 8005,NULL,NULL,NULL,NULL,4 reseñas,"5,0",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zona Ferretera S.A. de C.V.,"44840, C. Plutarco Elías Calles 2066, Lomas del Paradero, Guadalajara, Jal.",12006674,NULL,NULL,zonaferretera.com,NULL,,,Cerrado permanentemente
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Sg Diagnostica,"C. Leopoldo Padilla 5732, Paseos del Sol, 45079 Zapopan, Jal.",NULL,NULL,NULL,NULL,NULL,,,Oficinas de empresa
Cometamex,"22 de Abril 71, El Mante, 45235 Zapopan, Jal.",33 3612 4929,NULL,NULL,cometamex.com.mx,NULL,27 reseñas,"4,7",Tienda de artículos para el hogar
Aceros y Sistemas Hidraulicos de Mexico,"C. Matías Romero 1143, San Carlos, 44460 Guadalajara, Jal.",33 1814 2223,NULL,NULL,NULL,NULL,28 reseñas,"4,6",Servicio de distribución
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Combu Express SA de CV,"Independencia 1200, Centro, 48900 Autlán de Navarro, Jal.",317 382 2721,NULL,NULL,combuexpress.com.mx,NULL,62 reseñas,"4,3",Gasolinera
Maivet Viajes,"Av. Guadalupe Victoria 214, Centro, 48900 Autlán de Navarro, Jal.",317 382 3456,NULL,NULL,NULL,NULL,11 reseñas,"4,5",Agencia de viajes
Hercon,"Blvd. Bernardo Quintana No. 299, Vista Hermosa, 76063 Santiago de Querétaro, Qro.",477 331 5432,NULL,NULL,hercon.com.mx,NULL,56 reseñas,"4,4",Proveedor de maquinaria de construcción
Laboratorios HD Morelia,"C. Antimonio 536, Industrial, 58130 Morelia, Mich.",443 316 9630,NULL,NULL,NULL,NULL,24 reseñas,"4,6",Laboratorio
AGROPRODUCTOS ROMA SA DE CV,"Block c Bodega 30A y 30B. Megabastos, 59724 La Rinconada, Mich.",351 560 3948,NULL,NULL,agroroma.com.mx,NULL,16 reseñas,"4,9",Comercio
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Servicio Agrícola Mecánico,"C. Juan N. López 2, La Magdalena, 60080 Uruapan, Mich.",452 523 8910,NULL,NULL,NULL,NULL,1 reseña,"4,0",Tienda de repuestos para automóviles
Super Farmacia Constitucion Sa De Cv,"C. Constituciòn 53, Centro, 60000 Uruapan, Mich.",452 524 7318,NULL,NULL,NULL,NULL,2 reseñas,"1,0",Farmacia
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Minerales San Rafael de Jalisco S.A. de C.V.,"CARRETERA ZAPOTILTIC - LA TOLTECA KM 3.2, 49600 Zapotiltic, Jal.",341 414 4575,NULL,NULL,NULL,NULL,1 reseña,"4,0",Mayorista
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Electronica Saturno de Colima S.A. de C.V.,"Nigromante 138, Centro, 28000 Colima, Col.",312 314 5000,NULL,NULL,electronicasaturno.com,NULL,157 reseñas,"4,3",Servicio técnico
Farmatodo Para Su Salud,"Av. 5 de Mayo, El Sol, 06000 Nezahualcóyotl, Méx.",55 5742 2905,19.4311108,-99.0489451,NULL,NULL,,,Farmacia
"TECNOCOMUNICACIONES DIMA, S.A. DE C.V","Segunda Cda. Calle 8 171, Granjas San Antonio, Iztapalapa, 09070 Ciudad de México, CDMX",55 5670 3192,19.3658545,-99.1048856,tecnodima.com.mx,NULL,,,Empresa de software
Oficina IECEL,"Sassoferrato 64, Alfonso XIII, Álvaro Obregón, 01460 Ciudad de México, CDMX",NULL,19.3756795,-99.193279,iecel.com.mx,NULL,,,Fabricante de artículos electrónicos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Argento de Torreón S.A. de C.V.,"Canelas 415, Parque Industrial, 35078 Gómez Palacio, Dgo.",871 719 4001,NULL,NULL,argentosa.com,NULL,,,Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Trading and Businees Solutions México, S.A. de C.V.","Bajío 318, No 302 y 303, Oficinas 302 y 303, Benito Juarez, C. U. Benito Juárez, 06760 Ciudad de México, CDMX",55 5584 7930,19.402689,-99.168144,tbsmex.com,NULL,9 reseñas,"4,4",Consultora informática
Rigaysi Sa De Cv,"Eliptica 184-196, Morelos II, Morelos, 35026 Morelos, Dgo.",NULL,NULL,NULL,NULL,NULL,5 reseñas,"3,2",Oficinas de empresa
Tanger-Inc,"Ensenada 91, Hipódromo, Cuauhtémoc, 06100 Ciudad de México, CDMX",55 2614 9295,19.4076854,-99.1759919,tanger-inc.com,NULL,10 reseñas,"4,8",Organizador de eventos
Holistic Life S.A de C.V,"Av. Ignacio L. Vallarta 4043 - O, Don Bosco Vallarta, 45049 Zapopan, Jal.",33 3880 0820,NULL,NULL,holisticlife.com.mx,NULL,3 reseñas,"5,0",Tienda de vitaminas y suplementos
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
EK y Compañía Gastronómica,"Av. Tamaulipas 1068, Garcimarrero, Álvaro Obregón, 01510 Álvaro Obregón, CDMX",55 5595 8337,19.3674643,-99.2366769,NULL,NULL,2 reseñas,"5,0",Vivero
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"COMPAÑIA MEXICANA DE LOCKERS, S.A. DE C.V.","Itzcoatl 24, Adolfo Ruíz Cortínez, Coyoacán, 04630 Ciudad de México, CDMX",55 5618 2858,19.3204067,-99.1455811,mexicanadelockers.com.mx,NULL,1 reseña,"5,0",Oficinas de empresa
Integra Elements S.A de C.V.,"Altadena 34, Nápoles, Benito Juárez, 03820 Ciudad de México, CDMX",55 6384 8600,19.3957924,-99.1731764,NULL,NULL,4 reseñas,"2,0",Oficinas de empresa
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Chocolatera de Nayarit,"Avenida Aviacion 6665 Interior 2 y 3 Parque Industrial CAMICHIN, Colonia, San Juan de Ocotán, 45019 Zapopan, Jal.",33 5351 8121,NULL,NULL,chocolateradenayarit.com,NULL,1 reseña,"5,0",Fabric product manufacturer
Ingeniería Mecánica de Puebla.,"La Paz, C. 5 Pte. 4920, Reforma Sur, 72160 Puebla, Pue.",222 231 0956,19.0600979,-98.2347654,impsa.com.mx,NULL,3 reseñas,"4,7",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Alfa gestion empresarial sa de cv,"C. 33 Sur 3512, El Vergel, 72400 Puebla, Pue.",NULL,19.0426987,-98.2308129,NULL,NULL,,,Centro comercial
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Proveedora de Oficinas la Esfera de Puebla SA de CV,"Av 23 Pte 1104-B, Zona Sin Asignación de Nombre de Col 35, Barrio de Santiago, 72410 Puebla, Pue.",222 404 6500,19.0404001,-98.2116738,ofipapeleria.com,NULL,121 reseñas,"4,1",Papelería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Aipack,"20 de Noviembre Manzana 9-Lote 3, San Pedro Atzompa, 55771 Ojo de Agua, Méx.",55 5934 7894,19.6812035,-99.021996,aipack.com,NULL,8 reseñas,"4,4",Oficinas de empresa
Construcciones Mecánicas Monclova (COMMSA),"16 de Septiembre 700 Ote, Árbol Grande, 89490 Cd Madero, Tamps.",833 357 0200,22.2360639,-97.8376257,commsa.com,NULL,68 reseñas,"4,5",Oficinas de empresa
Oficinas Grupo Tres Naciones,"Carretera Federal 57 Km.187.3, Zona Industrial, 78395 San Luis, S.L.P.",NULL,NULL,NULL,tresnaciones.com,NULL,25 reseñas,"4,4",Empresa constructora
Pesquera Armatel,"Av. Sierra de Venados 143, Lomas de Mazatlán, 82110 Mazatlán, Sin.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Administración del Sistema Portuario Nacional Puerto Vallarta, S.A. de C.V.","S.A. de C.V, Administración del Sistema Portuario Nacional, Blvd. Francisco Medina Ascencio km 4.5, Zona Hotelera, 48333 Puerto Vallarta, Jal.",322 224 1000,NULL,NULL,puertodevallarta.com.mx,NULL,990 reseñas,"4,6",Puerto deportivo
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Coyote Ing Sa De Cv,"Valladolid 198, Providencia, 34176 Durango, Dgo.",618 134 4589,NULL,NULL,NULL,NULL,,,Empresa constructora
Metal Master Industrial S.A de C.V.,"Carretera Nacozari-Mina S/N Km.6, Luís Donaldo Colosio, 84340 Nacozari de García, Son.",634 342 2622,NULL,NULL,metalmasterindustrial.com,NULL,19 reseñas,"4,4",Fábrica
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Operadora Vaca Sa De Cv,"Av Tulum 22, capilla ecumenica, 77500 Benito Juarez, Q.R.",998 884 1659,21.1532631,-86.8247242,NULL,NULL,,,Restaurante
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"SASA ELECTRIC, S.A. de C.V.","Diego Ramón No. 432, Urdiñola, 25020 Saltillo, Coah.",844 410 0422,NULL,NULL,naitde.com.mx,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Protección Integral Greizz de México. S.A. de C.V.,"Hacienda Tres Marías, Santa Elena, 52105 San Mateo Atenco, Méx.",722 379 1202,19.284415,-99.545737,NULL,NULL,19 reseñas,"3,0",Servicio de seguridad
Sonora Gas,"C. Arizona 338, Balderrama, 83180 Hermosillo, Son.",662 267 0142,NULL,NULL,NULL,NULL,,,Cerrado permanentemente
Termiagro Sa De Cv,"Abundio Ortiz 100, Petrolera, 96500 Coatzacoalcos, Ver.",921 214 0011,18.1468353,-94.4389302,termes.com.mx,NULL,2 reseñas,"3,0",Empresa de fumigación y control de plagas
Azul natural,"Calle Constitución 454, Zona Centro, 34000 Durango, Dgo.",618 811 8675,NULL,NULL,azulnatural.net,NULL,,,Oficinas de empresa
Azteca Multiparking,"Pino 449, Santa María Insurgentes, Cuauhtémoc, 06430 Ciudad de México, CDMX",55 5782 1256,19.4612432,-99.153898,aztecamultiparking.com.mx,NULL,1 reseña,"1,0",Ascensorista
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cercamex,"Carr. Tampico Mante No. 909, Nuevo Progreso, 89318 Tampico, Tamps.",833 226 3838,22.3074482,-97.8812112,cercamex.com.mx,NULL,30 reseñas,"4,5",Empresa de suministros industriales
"VALREP, S.A. de C.V.","Av. Baños de Agua Caliente 3250-B, 20 de Noviembre, 22100 Tijuana, B.C.",664 622 2501,NULL,NULL,NULL,NULL,4 reseñas,"4,8",Cerrado permanentemente
Grupo Rhj De La La Guna Sa De Cv,"Blvrd Independencia 1300, Navarro, 27010 Torreón, Coah.",871 716 1149,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
H3 COMERCIALIZADORA Y PROVEEDORA DE SERVICIOS S.A. DE C.V,"CALLE JAIME REYNES ESCALANTE, Marcos Buendía Pérez FRACC-204B, 86190 Villahermosa, Tab.",961 116 1039,17.9779373,-92.9581565,NULL,NULL,2 reseñas,"4,5",Empresa de construcción
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
TELESAT,"C. 34 160, Centro, 24100 Cd del Carmen, Camp.",938 286 0000,18.6404953,-91.8314334,NULL,NULL,7 reseñas,"4,3",Comercio
Quimi Axs S.A. de C.V.,"Necaxa 116 – 6, Portales Nte, Benito Juárez, 03300 Ciudad de México, CDMX",55 8995 6301,19.371367,-99.1468021,NULL,NULL,,,Servicio técnico
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"EISSA INGENIERIA, S.A. DE C.V.","El Refugio, 55655 Tequixquiac, Méx.",591 912 1977,19.9088752,-99.1370504,NULL,NULL,17 reseñas,"4,4",Empresa constructora
Ingenieria Saneamiento y Construccion ISCO S.A de C.V,"San Juan, 54900 Tultitlán de Mariano Escobedo, Méx.",NULL,19.6454449,-99.1669173,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rodamientos Samper,"Av Lago de Guadalupe 6, San Mateo Tecoloapan, 52920 Cd López Mateos, Méx.",55 5305 1320,19.5848205,-99.2280297,rodamientos-samper.com.mx,NULL,14 reseñas,"4,5",Empresa de suministros industriales
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Autoeléctrica H.C. S.A DE C.V,"Calz. de Tlalpan 5030, La Joya, Tlalpan, 14000 Ciudad de México, CDMX",55 5573 9361,19.2810564,-99.1654629,autoelectricahc.com.mx,NULL,32 reseñas,"4,0",Tienda de repuestos para automóviles
Comercializadora Germinal S.A. de C.V.,"Nauyaca 12, Pedregal de Santo Domingo, Coyoacán, 04369 Ciudad de México, CDMX",55 5617 0511,19.3313994,-99.1617442,germinal.com.mx,NULL,5 reseñas,"4,6",Cerrado permanentemente
MAICO de México S.A. de C.V.,"Puebla 163-B, Roma Nte., Cuauhtémoc, 06700 Ciudad de México, CDMX",55 5511 4280,19.4224418,-99.1626102,maicomexico.com.mx,NULL,163 reseñas,"4,3",Comercio
Negocios Internacionales Delta S.A. de C.V.,"Cda. Pirámide #15, Ahuizotla, 53378 Naucalpan de Juárez, Méx.",55 6423 0559,19.466549,-99.2145724,akronmx.com,NULL,45 reseñas,"3,9",Ferretería
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"DIVSA, Distribuidora De Industrias Varias, S.a. De C.v","Hidalgo 3, Mexico Nuevo, 52966 Cd López Mateos, Méx.",55 5824 9110,19.5584786,-99.2654371,divsa.com.mx,NULL,1 reseña,"5,0",NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Skyfort,"C. 8 67, Alce Blanco, 53370 Naucalpan de Juárez, Méx.",55 5576 2586,19.4817945,-99.2276086,skyfort.com,NULL,,,Fábrica
AGROCRIBAS,"Prol. Galeana, La Loma, 54060 Tlalnepantla de Baz, Méx.",55 5361 6777,19.5280434,-99.2114838,agrocribas.com,NULL,NULL,NULL,NULL
Puertas y Molduras S.A. de C.V.,"Av. Miguel Hidalgo 3501-C POLY FORM, Flores, 89220 Tampico, Tamps.",833 213 4231,22.2486631,-97.8744775,NULL,NULL,2 reseñas,"3,0",Tienda de muebles
Decsson Welding,"Suaqui 34, Pimentel, 83188 Hermosillo, Son.",662 260 7268,NULL,NULL,decssonwelding.com,NULL,28 reseñas,"4,8",Tienda de suministros para soldadura
Alher,"Av Ignacio Zaragoza 123B, Centro, Urb. No. 2, 85000 Cd Obregón, Son.",NULL,NULL,NULL,NULL,NULL,5 reseñas,"4,4",Comercio
Centro Cambiario Coral S.A. de C.V.,"Baja California 430, Reforma, 22840 Ensenada, B.C.",646 176 0225,NULL,NULL,NULL,NULL,4 reseñas,"3,3",Oficina de cambio de divisas
Urbanizado y Pavimentacion de Baja California,"C. la Joyita, Jardines de La Mesa, 22126 Tijuana, B.C.",664 297 8557,NULL,NULL,urbanizadobc.com,NULL,1 reseña,"5,0",Oficina de la Administración
Astilleros Progreso S.A. de C.V.,"Centro, Paseo Olas Altas 100, Ignacio Altamirano, 22800 Ensenada, B.C.",646 178 8511,NULL,NULL,NULL,NULL,1 reseña,"5,0",Astilleros
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Comercializadora Veyco S.A. de C.V.,"C. Jalapa 150, Independencia, 72720 Puebla, Pue.",222 409 3334,19.0712304,-98.2477809,veyco.com.mx,NULL,23 reseñas,"4,5",Servicio de distribución
Alimesa,"Av Fraternidad 411, Veracruzana, 91710 Veracruz, Ver.",229 938 6884,19.1949944,-96.1577872,alimesa.com.mx,NULL,24 reseñas,"3,8",Servicio de distribución
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ADME Soluciones y Automatización SA de CV,"Eten 689, Lindavista, Gustavo A. Madero, 07300 Ciudad de México, CDMX",55 2585 3549,19.4923642,-99.1381283,negocio.site,NULL,,,Empresa de suministros industriales
